"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1070",1070,"45","RL",60,9600,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1.5Unf",5,7,1949,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",3,3,1,5,220,1,0,625,845,"GasA",3,1,4,893,0,0,893,0,1,1,0,2,1,4,4,7,0,0,"Detchd",1985,1,2,576,3,3,2,0,0,0,0,0,0,0,0,"None",0,5,2007,"WD","Normal",11.81303
"1071",1071,"20","RL",72,10152,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","MetalSd","MetalSd","BrkFace",120,2,2,"CBlock",3,3,1,4,586,1,0,462,1048,"GasA",3,1,4,1048,0,0,1048,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1956,1,1,286,3,3,2,0,20,0,0,192,0,0,0,"None",0,6,2007,"WD","Normal",11.81303
"1072",1072,"60","RL",78,11700,"Pave","None",0,"Lvl",3,"Inside",0,"NWAmes","RRAn","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",3,3,1,3,298,1,0,429,727,"GasA",5,1,4,829,727,0,1556,0,0,1,1,4,1,3,8,7,0,0,"Attchd",1968,1,2,441,3,3,2,0,0,0,0,0,0,0,0,"None",0,5,2009,"WD","Normal",11.94471
"1073",1073,"50","RL",50,7585,"Pave","None",0,"Lvl",3,"Inside",0,"Edwards","Artery","Norm","1Fam","1.5Fin",5,3,1948,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",2,2,2,1,0,1,0,810,810,"GasA",2,1,3,1002,454,0,1456,1,1,1,0,4,1,3,7,7,1,3,"Detchd",1954,1,1,280,3,3,1,0,0,0,0,0,0,0,0,"None",0,8,2006,"WD","Normal",11.42409
"1074",1074,"60","RL",75,7950,"Pave","None",1,"Bnk",3,"Corner",0,"Edwards","Norm","Norm","1Fam","2Story",6,6,1977,1977,"Hip","CompShg","HdBoard","Plywood","BrkFace",140,2,2,"CBlock",3,3,1,4,535,1,0,155,690,"GasA",3,1,4,698,728,0,1426,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1977,3,2,440,3,3,2,252,0,0,0,0,0,0,3,"None",0,7,2009,"WD","Normal",11.9798
"1075",1075,"20","RL",74,8556,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,3,1,0,1,0,1240,1240,"GasA",5,1,4,1240,0,0,1240,0,0,2,0,2,1,4,5,7,0,0,"Attchd",2006,2,3,826,3,3,2,140,93,0,0,0,0,0,0,"None",0,5,2007,"WD","Normal",12.17561
"1076",1076,"70","RL",75,13125,"Pave","None",0,"Lvl",3,"Inside",0,"Crawfor","Norm","Norm","1Fam","2Story",7,6,1940,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,1,4,410,1,0,390,800,"GasA",3,1,4,960,780,0,1740,0,0,1,1,3,1,3,6,7,2,4,"Attchd",1940,1,1,240,3,3,2,0,0,0,0,0,0,0,0,"None",0,7,2007,"CWD","Normal",12.29911
"1077",1077,"50","RL",60,10800,"Pave","Grvl",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1936,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",2,3,1,5,626,1,0,170,796,"GasA",4,1,4,1096,370,0,1466,0,1,2,0,3,1,4,7,6,1,3,"Attchd",1950,1,2,566,3,3,2,436,21,0,0,0,0,0,0,"Shed",500,4,2006,"WD","Normal",12.04355
"1078",1078,"20","RL",0,15870,"Pave","None",1,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1969,1969,"Gable","CompShg","VinylSd","Plywood","None",0,2,2,"CBlock",3,3,2,4,75,3,791,230,1096,"GasA",5,1,4,1096,0,0,1096,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1969,3,1,299,3,3,2,240,32,0,0,0,0,0,0,"None",0,3,2006,"WD","Abnorml",11.84079
"1079",1079,"120","RM",37,4435,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,3,2,"PConc",4,3,2,6,662,1,0,186,848,"GasA",5,1,4,848,0,0,848,1,0,1,0,1,1,4,3,7,1,4,"Attchd",2004,2,2,420,3,3,2,140,0,0,0,0,0,0,0,"None",0,5,2006,"WD","Normal",11.95697
"1080",1080,"20","RL",65,8775,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",5,5,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"PConc",4,3,1,6,495,1,0,495,990,"GasA",4,1,4,990,0,0,990,0,0,1,0,3,1,3,5,7,0,0,"Attchd",1996,1,1,299,3,3,2,0,64,0,0,0,0,0,0,"None",0,4,2007,"WD","Normal",11.74404
"1081",1081,"20","RL",80,11040,"Pave","None",0,"Lvl",3,"Inside",0,"NWAmes","Norm","Norm","1Fam","1Story",6,7,1971,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",144,3,3,"CBlock",3,3,1,5,656,1,0,602,1258,"GasA",5,1,4,1258,0,0,1258,0,1,2,0,3,1,4,5,7,0,0,"Attchd",1971,2,2,528,3,3,2,55,0,0,216,0,0,0,0,"None",0,10,2008,"COD","Abnorml",11.88449
"1082",1082,"20","RL",75,7500,"Pave","None",0,"Lvl",3,"Corner",0,"Sawyer","Feedr","Norm","1Fam","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"CBlock",3,3,1,5,824,1,0,216,1040,"GasA",2,1,4,1040,0,0,1040,1,0,1,1,3,1,3,5,7,0,0,"Attchd",1963,3,1,308,3,3,2,0,0,220,0,0,0,0,3,"None",0,6,2010,"WD","Normal",11.7981
"1083",1083,"20","RL",70,8749,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",100,3,2,"PConc",4,3,1,1,0,1,0,1459,1459,"GasA",5,1,4,1459,0,0,1459,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2002,2,2,527,3,3,2,192,39,0,0,0,0,0,0,"None",0,9,2007,"WD","Normal",12.16525
"1084",1084,"20","RL",80,8800,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",6,6,1964,1964,"Hip","CompShg","HdBoard","HdBoard","BrkFace",425,2,2,"CBlock",3,3,1,4,553,1,0,698,1251,"GasA",3,1,4,1251,0,0,1251,1,0,1,0,3,1,3,6,7,2,4,"Attchd",1964,2,1,461,3,3,2,0,116,0,0,0,0,0,3,"Shed",700,3,2006,"WD","Normal",11.98293
"1085",1085,"60","RL",0,13031,"Pave","None",2,"Lvl",3,"Corner",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"PConc",4,3,1,5,592,1,0,99,691,"GasA",4,1,4,691,807,0,1498,0,0,2,1,3,1,3,6,7,1,3,"Attchd",1995,3,2,409,3,3,2,315,44,0,0,0,0,0,0,"None",0,7,2006,"WD","Normal",12.14153
"1086",1086,"85","RL",73,9069,"Pave","None",0,"Lvl",3,"Inside",0,"SawyerW","Norm","Norm","1Fam","SFoyer",6,6,1992,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"PConc",4,3,3,6,747,1,0,189,936,"GasA",5,1,4,996,0,0,996,1,0,1,0,2,1,4,5,7,0,0,"Attchd",1992,1,2,564,3,3,2,120,0,0,0,0,0,0,0,"None",0,4,2010,"WD","Normal",11.89819
"1087",1087,"160","RM",0,1974,"Pave","None",0,"Lvl",3,"Inside",0,"MeadowV","Norm","Norm","TwnhsE","2Story",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,2,2,"CBlock",3,3,1,4,334,1,0,212,546,"GasA",3,1,4,546,546,0,1092,0,0,1,1,3,1,3,6,7,0,0,"Attchd",1973,2,1,286,3,3,2,120,96,0,0,0,0,0,0,"None",0,5,2010,"WD","Normal",11.3326
"1088",1088,"60","FV",85,10574,"Pave","None",0,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,2,1,0,1,0,1082,1082,"GasA",5,1,4,1082,871,0,1953,0,0,2,1,3,1,4,9,7,1,4,"Attchd",2005,2,3,1043,3,3,2,160,50,0,0,0,0,0,0,"None",0,5,2009,"WD","Normal",12.43718
"1089",1089,"160","RM",24,2522,"Pave","None",0,"Lvl",3,"Inside",0,"Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,3,2,"PConc",4,3,1,1,0,1,0,970,970,"GasA",5,1,4,970,739,0,1709,0,0,2,0,3,1,4,7,3,0,0,"Detchd",2004,1,2,380,3,3,2,0,40,0,0,0,0,0,0,"None",0,4,2006,"WD","Normal",11.83138
"1090",1090,"120","FV",37,3316,"Pave","Pave",1,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","TwnhsE","1Story",8,5,2005,2005,"Gable","CompShg","MetalSd","MetalSd","None",0,3,2,"PConc",4,3,1,6,1039,1,0,208,1247,"GasA",5,1,4,1247,0,0,1247,1,0,1,1,1,1,4,4,7,1,4,"Attchd",2005,3,2,550,3,3,2,0,84,0,0,0,0,0,0,"None",0,4,2006,"WD","Normal",12.19096
"1091",1091,"90","RL",60,8544,"Pave","None",0,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","Duplex","1Story",3,4,1950,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,2,2,"Slab",0,0,0,0,0,0,0,0,0,"Wall",2,0,3,1040,0,0,1040,0,0,2,0,2,2,3,6,7,0,0,"Detchd",1987,1,2,400,3,3,2,0,0,0,0,0,0,0,0,"None",0,6,2009,"WD","Normal",11.43928
"1092",1092,"160","FV",24,2160,"Pave","Pave",0,"Lvl",3,"Inside",0,"Somerst","Norm","Norm","Twnhs","2Story",7,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",212,3,2,"PConc",4,3,1,4,510,1,0,90,600,"GasA",5,1,4,624,628,0,1252,1,0,2,1,2,1,4,4,7,0,0,"Detchd",1999,1,2,462,3,3,2,0,48,0,0,0,0,0,0,"None",0,3,2008,"WD","Normal",11.98293
"1093",1093,"50","RL",60,8400,"Pave","None",0,"Bnk",3,"Inside",0,"SWISU","Norm","Norm","1Fam","1.5Fin",6,5,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"PConc",3,3,1,3,423,1,0,758,1181,"GasA",2,1,4,1390,304,0,1694,0,0,2,0,4,1,3,7,7,1,4,"Detchd",1925,1,2,576,3,3,2,342,0,128,0,0,0,0,0,"None",0,6,2008,"WD","Normal",11.82408
"1094",1094,"20","RL",71,9230,"Pave","None",0,"Lvl",3,"Corner",0,"NAmes","Feedr","Norm","1Fam","1Story",5,8,1965,1998,"Hip","CompShg","MetalSd","MetalSd","BrkFace",166,2,2,"CBlock",3,3,2,6,661,1,0,203,864,"GasA",4,1,4,1200,0,0,1200,1,0,1,1,1,1,4,6,7,0,0,"Detchd",1977,1,2,884,3,3,2,0,64,0,0,0,0,0,3,"None",0,10,2006,"WD","Normal",11.89136
"1095",1095,"20","RL",74,5868,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,7,1956,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"CBlock",3,3,1,4,248,3,240,448,936,"GasA",5,1,4,936,0,0,936,1,0,1,0,2,1,3,4,7,0,0,"Attchd",1956,3,1,308,3,3,2,0,0,80,0,160,0,0,0,"None",0,5,2010,"WD","Normal",11.76757
"1096",1096,"20","RL",78,9317,"Pave","None",1,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,6,24,1,0,1290,1314,"GasA",4,1,4,1314,0,0,1314,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2006,2,2,440,3,3,2,0,22,0,0,0,0,0,0,"None",0,3,2007,"WD","Normal",12.08069
"1097",1097,"70","RM",60,6882,"Pave","None",0,"Lvl",3,"Inside",0,"IDOTRR","Norm","Norm","1Fam","2Story",6,7,1914,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"PConc",3,3,1,1,0,1,0,684,684,"GasA",3,1,4,773,582,0,1355,0,0,1,1,3,1,4,7,7,0,0,"None",0,0,0,0,0,0,2,136,0,115,0,0,0,0,0,"None",0,3,2007,"WD","Normal",11.75194
"1098",1098,"120","RL",0,3696,"Pave","None",0,"Lvl",3,"Inside",0,"StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1986,1986,"Gable","CompShg","HdBoard","HdBoard","None",0,3,2,"CBlock",4,3,1,1,0,1,0,1074,1074,"GasA",5,1,4,1088,0,0,1088,0,0,1,1,2,1,4,5,7,0,0,"Attchd",1987,2,2,461,3,3,2,0,74,137,0,0,0,0,0,"None",0,10,2007,"WD","Normal",12.04355
"1099",1099,"50","RM",50,6000,"Pave","None",0,"Lvl",3,"Inside",0,"BrkSide","Norm","Norm","1Fam","1.5Fin",4,6,1936,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,2,2,"BrkTil",3,3,1,4,672,1,0,0,672,"GasA",3,1,4,757,567,0,1324,0,0,1,0,3,1,3,6,7,0,0,"Detchd",1936,1,1,240,3,3,2,0,0,0,0,0,0,0,0,"None",0,7,2009,"WD","Normal",11.75979
"1100",1100,"20","RL",82,11880,"Pave","None",1,"Lvl",3,"Inside",0,"NWAmes","RRAn","Norm","1Fam","1Story",7,5,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",206,2,2,"CBlock",4,3,1,5,704,1,0,567,1271,"GasA",3,1,4,1601,0,0,1601,0,0,2,0,3,1,3,7,7,1,3,"Attchd",1978,2,2,478,3,3,2,0,0,0,0,0,0,0,0,"None",0,4,2009,"COD","Abnorml",11.964
"1101",1101,"30","RL",60,8400,"Pave","None",0,"Bnk",3,"Inside",0,"SWISU","Norm","Norm","1Fam","1Story",2,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,2,1,3,290,1,0,0,290,"GasA",3,0,2,438,0,0,438,0,0,1,0,1,1,2,3,7,0,0,"Detchd",1930,1,1,246,3,3,0,0,0,0,0,0,0,0,0,"None",0,1,2009,"WD","Normal",11.0021
"1102",1102,"20","RL",61,9758,"Pave","None",1,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1971,1971,"Gable","CompShg","HdBoard","MetalSd","None",0,2,2,"CBlock",3,3,1,4,412,2,287,251,950,"GasA",3,1,4,950,0,0,950,0,0,1,0,3,1,3,5,7,0,0,"Detchd",1981,1,1,280,3,3,2,0,0,0,0,0,0,0,0,"None",0,7,2007,"WD","Normal",11.69107
"1103",1103,"20","RL",70,7000,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,7,1960,2002,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",45,2,2,"CBlock",3,3,1,3,588,1,0,422,1010,"GasA",5,1,4,1134,0,0,1134,0,0,1,0,2,1,3,6,7,0,0,"Attchd",1960,2,1,254,3,3,2,0,16,0,0,0,0,0,1,"None",0,4,2007,"WD","Family",11.81303
"1104",1104,"20","RL",79,8910,"Pave","None",0,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","BrkFace","BrkFace","None",0,2,2,"CBlock",3,3,2,5,655,1,0,0,655,"GasA",5,1,4,1194,0,0,1194,0,1,1,0,3,1,3,6,7,1,2,"BuiltIn",1954,3,2,539,3,3,2,0,0,192,0,0,0,0,0,"None",0,7,2006,"WD","Normal",11.9798
"1105",1105,"160","RM",24,2016,"Pave","None",0,"Lvl",3,"Inside",0,"BrDale","Norm","Norm","TwnhsE","2Story",5,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",304,2,2,"CBlock",3,3,1,1,0,1,0,630,630,"GasA",3,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,7,0,0,"Detchd",1970,1,2,440,3,3,2,0,0,0,0,0,0,0,0,"None",0,4,2007,"WD","Normal",11.57119
"1106",1106,"60","RL",98,12256,"Pave","None",1,"Lvl",3,"Corner",0,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1994,1995,"Gable","CompShg","HdBoard","HdBoard","BrkFace",362,3,2,"PConc",5,3,3,6,1032,1,0,431,1463,"GasA",5,1,4,1500,1122,0,2622,1,0,2,1,3,1,4,9,7,2,3,"Attchd",1994,2,2,712,3,3,2,186,32,0,0,0,0,0,0,"None",0,4,2010,"WD","Normal",12.69158
"1107",1107,"20","RL",114,10357,"Pave","None",1,"Lvl",3,"Corner",0,"SawyerW","Feedr","Norm","1Fam","1Story",7,5,1990,1991,"Hip","CompShg","HdBoard","HdBoard","None",0,3,2,"PConc",4,3,2,6,738,1,0,172,910,"GasA",4,1,4,1442,0,0,1442,1,0,2,0,3,1,4,6,7,1,3,"Attchd",1990,3,2,719,3,3,2,0,244,0,0,0,0,0,0,"None",0,5,2007,"WD","Normal",12.10016
"1108",1108,"60","RL",168,23257,"Pave","None",3,"HLS",3,"CulDSac",0,"Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",5,4,1,1,0,1,0,868,868,"GasA",5,1,4,887,1134,0,2021,0,0,2,1,3,1,4,9,7,1,4,"BuiltIn",2006,2,2,422,3,3,2,0,100,0,0,0,0,0,0,"None",0,9,2006,"New","Partial",12.52353
"1109",1109,"60","RL",0,8063,"Pave","None",0,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"PConc",4,3,1,1,0,1,0,924,924,"GasA",5,1,4,948,742,0,1690,0,0,2,1,3,1,3,7,7,1,3,"Attchd",2000,2,2,463,3,3,2,100,48,0,0,0,0,0,0,"None",0,11,2007,"WD","Abnorml",12.10625
"1110",1110,"20","RL",107,11362,"Pave","None",1,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","MetalSd","MetalSd","Stone",42,3,2,"PConc",5,3,2,6,1039,1,0,797,1836,"GasA",5,1,4,1836,0,0,1836,1,0,2,0,3,1,4,7,7,1,4,"Attchd",2004,3,3,862,3,3,2,125,185,0,0,0,0,0,0,"None",0,3,2009,"WD","Normal",12.54254
"1111",1111,"60","RL",0,8000,"Pave","None",0,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,2,2,"PConc",4,3,1,6,219,1,0,554,773,"GasA",4,1,4,773,885,0,1658,1,0,2,1,3,1,3,8,7,1,3,"Attchd",1995,3,2,431,3,3,2,224,84,0,0,0,0,0,0,"None",0,6,2008,"WD","Normal",12.1442
"1112",1112,"60","RL",80,10480,"Pave","None",0,"Lvl",3,"Inside",0,"NWAmes","Norm","Norm","1Fam","2Story",7,6,1976,1976,"Hip","CompShg","Plywood","Plywood","BrkFace",660,2,2,"CBlock",3,3,1,5,403,1,0,400,803,"GasA",3,1,4,1098,866,0,1964,0,0,2,1,4,1,3,8,7,1,4,"Attchd",1976,2,2,483,3,3,2,0,69,0,0,0,0,0,0,"None",0,9,2008,"WD","Normal",12.23077
"1113",1113,"20","RL",73,7100,"Pave","None",1,"Lvl",3,"Corner",0,"NAmes","Norm","Norm","1Fam","1Story",5,7,1957,1957,"Gable","CompShg","WdShing","Wd Shng","None",0,2,2,"CBlock",3,3,1,6,708,1,0,108,816,"GasA",3,1,3,816,0,0,816,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1957,1,1,308,3,3,2,0,0,0,0,0,0,0,0,"None",0,7,2006,"WD","Normal",11.77452
"1114",1114,"20","RL",66,8923,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,7,1953,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,2,"CBlock",3,3,1,4,643,1,0,365,1008,"GasA",4,1,4,1008,0,0,1008,1,0,1,0,2,1,4,6,7,0,0,"Attchd",1953,1,1,240,3,3,2,0,18,0,0,0,0,0,0,"None",0,5,2007,"WD","Normal",11.80932
"1115",1115,"20","RL",90,5400,"Pave","None",0,"Lvl",3,"Inside",0,"OldTown","Norm","Norm","1Fam","1Story",5,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,3,1,3,415,1,0,418,833,"GasA",5,1,4,833,0,0,833,0,0,1,0,2,1,4,4,7,0,0,"Detchd",1955,1,1,326,3,3,2,0,0,0,0,0,0,0,3,"None",0,8,2006,"WD","Normal",11.66993
"1116",1116,"20","RL",93,12085,"Pave","None",0,"Lvl",3,"Inside",0,"NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",328,3,2,"PConc",5,3,1,6,1004,1,0,730,1734,"GasA",5,1,4,1734,0,0,1734,1,0,2,0,3,1,5,7,7,1,4,"Attchd",2007,2,3,928,3,3,2,0,0,0,0,0,0,0,0,"None",0,11,2007,"New","Partial",12.66981
"1117",1117,"80","RL",0,7750,"Pave","None",0,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","SLvl",8,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","None",0,3,2,"PConc",4,3,1,6,353,1,0,55,408,"GasA",5,1,4,779,640,0,1419,1,0,2,1,3,1,4,7,7,1,3,"BuiltIn",2002,3,2,527,3,3,2,120,0,0,0,0,0,0,0,"None",0,3,2009,"WD","Normal",12.12323
"1118",1118,"20","RL",57,9764,"Pave","None",1,"Lvl",3,"FR2",0,"Sawyer","Feedr","Norm","1Fam","1Story",5,7,1967,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,2,2,"CBlock",3,3,1,4,702,1,0,192,894,"GasA",5,1,4,894,0,0,894,1,0,1,0,3,1,4,5,7,0,0,"Attchd",1967,2,2,450,3,3,2,0,0,0,0,0,0,0,0,"None",0,5,2008,"WD","Normal",11.77529
"1119",1119,"80","RL",85,13825,"Pave","None",0,"Lvl",3,"Inside",0,"Sawyer","Norm","Norm","1Fam","SLvl",5,6,1958,1987,"Gable","CompShg","MetalSd","MetalSd","None",0,2,3,"CBlock",3,3,1,1,0,1,0,533,533,"GasA",3,1,4,1021,580,0,1601,0,1,1,0,3,1,3,6,5,0,0,"BuiltIn",1958,2,1,300,3,3,2,280,34,0,0,0,0,0,0,"None",0,12,2008,"WD","Normal",11.8494
"1120",1120,"20","RL",70,7560,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,2,"CBlock",3,3,1,2,369,1,0,671,1040,"GasA",3,1,3,1040,0,0,1040,0,0,1,0,3,1,3,6,7,0,0,"Attchd",1959,2,1,286,3,3,2,140,0,252,0,0,0,0,2,"None",0,7,2006,"WD","Normal",11.80335
"1121",1121,"30","RM",59,8263,"Pave","None",0,"Bnk",3,"Inside",1,"IDOTRR","Norm","Norm","1Fam","1Story",6,5,1920,1950,"Gable","CompShg","BrkFace","BrkFace","None",0,2,2,"BrkTil",3,3,1,1,0,1,0,1012,1012,"GasA",3,1,3,1012,0,0,1012,0,0,1,0,2,1,3,6,7,1,4,"Detchd",1920,1,1,308,3,3,2,0,22,112,0,0,0,0,3,"None",0,5,2007,"WD","Normal",11.68182
"1122",1122,"20","RL",84,10084,"Pave","None",0,"Lvl",3,"Inside",0,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",196,3,2,"PConc",4,3,3,6,24,1,0,1528,1552,"GasA",5,1,4,1552,0,0,1552,0,0,2,0,3,1,4,7,7,0,0,"Attchd",2005,2,3,782,3,3,2,144,20,0,0,0,0,0,0,"None",0,7,2006,"New","Partial",12.26858
"1123",1123,"20","RL",0,8926,"Pave","None",1,"Lvl",3,"Corner",0,"Edwards","Norm","Norm","1Fam","1Story",4,3,1956,1956,"Gable","CompShg","AsbShng","AsbShng","None",0,2,2,"CBlock",3,3,1,1,0,1,0,672,672,"GasA",5,1,3,960,0,0,960,0,0,1,0,3,1,3,5,7,0,0,"Basment",1956,1,1,288,3,3,2,64,0,0,0,160,0,0,3,"None",0,10,2009,"COD","Abnorml",11.62625
"1124",1124,"20","RL",50,9405,"Pave","None",0,"Lvl",3,"Inside",0,"Edwards","Norm","Norm","1Fam","1Story",5,9,1947,2008,"Hip","CompShg","VinylSd","VinylSd","None",0,2,4,"CBlock",3,3,1,1,0,1,0,698,698,"GasA",5,1,4,698,0,0,698,0,1,1,0,2,1,3,4,7,0,0,"None",0,0,0,0,0,0,2,0,200,0,0,0,0,0,0,"None",0,6,2009,"WD","Normal",11.67844
"1125",1125,"80","RL",0,9125,"Pave","None",1,"Lvl",3,"Inside",0,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,1992,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",170,2,2,"PConc",4,3,1,1,0,1,0,384,384,"GasA",4,1,4,812,670,0,1482,0,0,2,1,3,1,4,7,7,1,3,"Attchd",1992,3,2,392,3,3,2,100,25,0,0,0,0,0,0,"None",0,7,2007,"WD","Normal",12.00701
"1126",1126,"20","RL",60,10434,"Pave","None",0,"Lvl",3,"Inside",0,"NAmes","Norm","Norm","1Fam","1Story",4,5,1955,1955,"Gable","CompShg","Plywood","Plywood","None",0,2,2,"CBlock",3,3,1,1,0,1,0,1005,1005,"GasA",3,1,4,1005,0,0,1005,0,0,1,0,2,1,2,5,7,1,3,"Detchd",1977,1,2,672,2,2,2,0,0,0,0,0,0,0,0,"None",0,11,2009,"WD","Normal",11.65269
